id,from,type,text,date,year,month,day,hour,message_length,count_emoji,emoji
1742,P.K.,message,"Сын перешел из младших классов в средние. Требовать стали больше и сразу съехал на 2-3.
Ребенок способный, но очень ленивый и неответственный.
Ответ на все ""пофиг"", работать над ошибками не считает нужным, наверстывать пропущенное - тоже. Не хочет стараться и прилагать усилия - т.к. привык в 1-4 классе, что  всё получается без особых усилий, либо учитель давал скидки.

Сейчас же новые учителя, более строгие требования, нужно больше времени тратить на учебу - 

1. как перестроить его мышление на новый лад: что необходимо прилагать усилия и они в будущем окупятся, донести ценность учёбы - какие слова и фразы использовать при построении беседы.

В дополнение - ребенок привык к ""дешевому дофамину"" - Ютубы, Игры на телефоне / приставке. И считает что ему ""обязаны"" это дать. Если дома ограничивают ""цифру"" - он идёт в гости к друзьям и залипают там.
2. как лучше поступить?:
 - резко обрубить все ""дешевые удовольствия"" и запретить ходить в гости? и возвращать строго ""по заслугам"". 
- или пытаться найти баланс и полностью не отнимать ""развлечения"" - тогда как провести ти ""торги"", выстроить систему ""работа-вознаграждение""?",2023-10-18 21:03:02,2023,10,Wednesday,21,1130,0,[]
1743,Sergey N,message,Прям «сняли с языка»-1 в 1.Присоединяюсь…,2023-10-18 22:18:31,2023,10,Wednesday,22,41,0,[]
1744,Евгений,message,Если онлайн не получится присоединиться.. запись потом можно будет получить?,2023-10-19 12:15:26,2023,10,Thursday,12,76,0,[]
1745,Александр Гордон,message,Присоединяюсь к вопросу. Не удастся присутствовать онлайн,2023-10-19 17:59:32,2023,10,Thursday,17,57,0,[]
1746,James001,message,"Пришлите лекцию 9 шагов отца, пожалуйста",2023-10-19 18:07:05,2023,10,Thursday,18,40,0,[]
1747,James001,message,"Можете запись выложить, пожалуйста.",2023-10-20 08:03:34,2023,10,Friday,8,35,0,[]
1750,Отцовский клуб Школы мужества,message,,2023-10-24 10:10:14,2023,10,Tuesday,10,0,0,[]
1751,Отцовский клуб Школы мужества,message,"

Подробнее в видео ☝️ 

Регистрация по ссылке:
🔗",2023-10-24 10:11:14,2023,10,Tuesday,10,49,2,"['☝️', '🔗']"
1754,Anton,message,"о, круто! я в теме 🤜🤛",2023-10-24 23:00:43,2023,10,Tuesday,23,21,2,"['🤜', '🤛']"
1757,Отцовский клуб Школы мужества,message,"🔔 В понедельник закроем доступ к видеолекции «Как помочь сыну-подростку хорошо учиться? Роль мамы и папы»


👉🏻 ",2023-10-28 09:36:36,2023,10,Saturday,9,111,2,"['🔔', '👉']"
1758,Отцовский клуб Школы мужества,message,"«Заседание» ШМ-клуба сегодня впервые проходило в бане. Мужская компания, камин, парилка, тёплый бассейн на открытом воздухе и живое общение 🤝",2023-10-28 20:48:08,2023,10,Saturday,20,141,1,['🤝']
1759,Отцовский клуб Школы мужества,message,,2023-10-28 20:48:40,2023,10,Saturday,20,0,0,[]
1760,Отцовский клуб Школы мужества,message,"🔼🔼🔼
Парни довольны, и значит мы сделаем это направление клуба доброй традицией. 

Ставьте 👍🏻, если хотели бы присоединиться к нам присоединиться вместе с сыном.",2023-10-28 20:48:58,2023,10,Saturday,20,160,4,"['🔼', '🔼', '🔼', '👍']"
1761,Константин,message,🔥🔥🔥💪💪💪,2023-10-28 22:12:11,2023,10,Saturday,22,6,6,"['🔥', '🔥', '🔥', '💪', '💪', '💪']"
1762,Сергей Бородин,message,Все в баню💪 с легким паром 💨,2023-10-28 23:19:33,2023,10,Saturday,23,28,2,"['💪', '💨']"
1763,Алексей Александрович,message,"Добрый вечер, можно ли получить лекцию 9 шагов?",2023-10-31 00:17:55,2023,10,Tuesday,0,47,0,[]
1764,Отцовский клуб Школы мужества,message,"💬 , — рассказывает наставник Школы мужества Тимофей Груков.


А сын ощущает сближение, доверие, общность, командный дух. И простые действия отца дают свои плоды даже спустя много лет. 

5 ноября на финальной битве сезона отец Тимофея тоже участвует в игре в качестве опытного наставника для ребят. 


Чтобы записаться, переходите по ссылке: 
Формат «всё включено» 👌🏻",2023-10-31 13:17:32,2023,10,Tuesday,13,366,2,"['💬', '👌']"
1765,Nikolay,message,Где это было?,2023-10-31 15:09:12,2023,10,Tuesday,15,13,0,[]
1766,Nikolay,message,Оплатил участие,2023-10-31 15:29:34,2023,10,Tuesday,15,15,0,[]
1767,Nikolay,message,Напишите мне кто-нибудь),2023-10-31 15:29:41,2023,10,Tuesday,15,24,0,[]
1768,Отцовский клуб Школы мужества Chat,message,"Добрый день, Николай! 
Видим вашу оплату, ждем вас на конференции. 

Вам пришло письмо со ссылкой на закрытый ТГ-канал? Там будет карта проезда, программа конференции и напоминания",2023-10-31 15:32:18,2023,10,Tuesday,15,180,0,[]
1769,Вячеслав,message,"Угрешские бани, МЦК Угрешская",2023-10-31 15:37:17,2023,10,Tuesday,15,29,0,[]
1770,Yuri,message,А где территориально? Цена?,2023-11-01 00:32:42,2023,11,Wednesday,0,27,0,[]
1771,Вячеслав,message,"Добрый день! Собираемся на Тульской, потом поедем по этому адресу:



территория Пансионат Химик, д. Дарьино
 

",2023-11-01 17:24:44,2023,11,Wednesday,17,112,0,[]
1772,Отцовский клуб Школы мужества,message,"🔼🔼🔼 На связи Дмитрий Грейфенгаген — наставник Школы мужества, организатор мероприятий

🤝 

Больше месяца мы готовимся к этому мероприятию, чтобы вас встретили не только крутое содержание, но и классный звук, классный свет, классная обстановка. Целых 4 профессиональные камеры будут снимать конференцию, чтобы вы получили её качественную видеозапись. 

 

Смотрите более подробную информацию по ссылке и скорей регистрируйтесь:
🔗 ",2023-11-02 15:12:31,2023,11,Thursday,15,429,5,"['🔼', '🔼', '🔼', '🤝', '🔗']"
1774,Роман Овчинников,message,,2023-11-04 12:58:02,2023,11,Saturday,12,0,0,[]
1775,Отцовский клуб Школы мужества,message,"👆

Всех приветствую! В канале уже больше 900 подписчиков, а это значит, что в сообщество пришло много новых отцов. Можем поздравить друг друга с тем, что всё больше пап собираются вместе вокруг сильных инструментов.

Небольшая подсказка для тех, кто присоединился к нам недавно 
, которые помогут вам:

• Сблизиться с женой и сыном
• Наладить взаимодействие в семье
• Избежать частых ошибок в воспитании

и ближе познакомиться с нашей командой 

Переходите в  изучайте материалы, пишите комментарии и в целом устраивайтесь поудобнее!

Добро пожаловать в Клуб отцов!

",2023-11-04 19:29:12,2023,11,Saturday,19,567,1,['👆']
1776,Mikhail Prusakov,message,Спасибо. Есть над чем подумать и поработать,2023-11-04 20:24:05,2023,11,Saturday,20,43,0,[]
1777,Отцовский клуб Школы мужества,message,"—

🔼🔼🔼 основные цели, которых мы поможем вам добиться с помощью конференции для отцов 19 ноября. 

Расскажем подробнее, как всё будет происходить.

, в программе конференции есть :

 9 шагов отца. Как воспитать здорового и успешного сына и избежать сложностей, с которыми сталкиваются другие отцы

 Как взять жену в союзники, перестать с ней спорить и вместе помочь сыну повзрослеть

Именно на этих направлениях строятся изменения не только в семье, но и на работе. После их проработки отцы получают наилучшие результаты, потому что темы лекций дают понимание: 

Как повлиять на учебу сына и помочь ему избавиться от зависимостей

Как избежать частых ошибок, которые совершают другие отцы в воспитании сына

Как совмещать работу, развитие и семью, при этом не уставать

Какая последовательность шагов приведет к желаемым результатам в семье и на работе

Как договориться с женой (или бывшей женой) о едином подходе к воспитанию детей?

— выбираем отца из зала и помогаем решить его семейную задачу в режиме реального времени. Этот формат позволит прямо на конференции увидеть ответ на вопрос «Что делать дальше?» и выстроить четкий пошаговый план изменений. А еще получить поддержку отцовского сообщества и понять, что и имеют схожие решения

 блок ответов на вопросы и розыгрыш персональной консультации Романа и Руслана стоимостью 35 т.р.!

Чтобы узнать подробности, переходите по ссылке: ",2023-11-05 18:19:36,2023,11,Sunday,18,1391,3,"['🔼', '🔼', '🔼']"
1778,Отцовский клуб Школы мужества,message,"

Всего две недели у нас осталось до конференции. Это крутое событие, мы вкладываем в него много сил и средств. Но отклик пока очень слабый — 

Мы планировали конференцию как событие, которое объединяет отцов, позволяет обменяться опытом воспитания, даст им ответы на вопросы по отношениям в семье, зарядит энергией. Но с таким вовлечением само проведение встречи под вопросом.



Ниже опубликуем опрос, если у вас есть свои причины — можете написать комментарий.",2023-11-06 16:48:31,2023,11,Monday,16,463,0,[]
1779,Отцовский клуб Школы мужества,message,,2023-11-06 16:48:31,2023,11,Monday,16,0,0,[]
1780,Yuri,message,"Нет нужного варианта ответа, так что тут можно? Воскресенье, раннее утро, нет информации о кофе перед началом:), нет уверенности в целесообразности с 11:30 до 13 слушать чужие проблемы . Раздел с 13:30 до 14:40 не актуален для меня",2023-11-06 17:23:39,2023,11,Monday,17,231,0,[]
1781,Отцовский клуб Школы мужества Chat,message,"Спасибо за ответ ;) 
А почему второй блок с 13:30 до 14:40 не актуален? Ни жены, ни бывшей жены нет?",2023-11-06 17:38:11,2023,11,Monday,17,100,0,[]
1782,Yuri,message,Не спорим),2023-11-06 17:41:12,2023,11,Monday,17,10,0,[]
1783,James001,message,Я иду),2023-11-07 11:52:10,2023,11,Tuesday,11,6,0,[]
1784,Вячеслав,message,"Добрый день!
Конференция идея очень классная. Я полностью поддерживаю ваш проект в целом. И  есть желание учиться у вас и  помогать вам.

Если коротко, то это вопрос нехватки времени. 
Лично я столкнулся с таким парадоксом:
Если у меня появляется время и стоит выбор участвовать в мероприятии (вебинаре) или повести его с семьей, то я стараюсь провести его с семьей/женой/детьми/ родителями... 

Замкнутый круг

От себя ещё добавлю:
Возможно это наш менталитет или дух времени... 

Мужики в гаражах не собираются больше, футбол вместе не смотрят, на рыбалку не ездят, по-моему даже в пивную уже не ходят)) 

Многие стали очень семейными. Учителя у нас в школе заметили, что отцы активные стали. Сам тут пошёл с детьми в поликлинику, много отцов было.",2023-11-07 15:50:22,2023,11,Tuesday,15,750,0,[]
1785,Вячеслав,message,"Сам совершал попытки соорганизовать отцов на занятия с детьми, пострелять, позаниматься чем то, типа делиться опытом и тд
Но отклик очень слабый, хотя все за всё хорошее",2023-11-07 15:53:36,2023,11,Tuesday,15,169,0,[]
1786,Вячеслав,message,"Вот мамашки...
Это просто ураган. Всё узнают, все вычисляют, информацией обмениваются, сами организовываются на что-то...",2023-11-07 15:56:17,2023,11,Tuesday,15,121,0,[]
1787,Отцовский клуб Школы мужества Chat,message,"Да, с этим мы часто сталкиваемся в отцовском клубе…",2023-11-07 17:46:24,2023,11,Tuesday,17,51,0,[]
1788,Вячеслав,message,Божией помощи! Вы делаете нужное дело. Много полезного вынес для себя с вашего турслета. Подписан и слежу за новостями👀,2023-11-07 17:55:44,2023,11,Tuesday,17,119,1,['👀']
1789,Отцовский клуб Школы мужества Chat,message,"Спасибо за теплые слова, Вячеслав! 🙏",2023-11-07 18:01:45,2023,11,Tuesday,18,36,1,['🙏']
1790,Kat Silver,message,"Если бы это был форум мам, то все билеты были бы уже проданы. А ответственность пап за воспитание ребенка - минимальная, к сожалению.",2023-11-07 22:11:02,2023,11,Tuesday,22,133,0,[]
1791,Михаил Кулаков,message,"Здравствуйте.

Полностью поддерживаю ваш проект и готов участвовать в подобных мероприятиях.

В этот раз вынужденно пропускаю, т.к. удалось уехать в отпуск. На следующее мероприятие планирую быть",2023-11-09 20:14:09,2023,11,Thursday,20,195,0,[]
1792,Отцовский клуб Школы мужества,message,,2023-11-11 11:24:37,2023,11,Saturday,11,0,0,[]
1793,Отцовский клуб Школы мужества,message,"Отцы, приветствую! 

🔥 У вас есть  . 

Посмотрите видео и поучаствуйте в опросе ниже ⬇️",2023-11-11 11:24:48,2023,11,Saturday,11,87,2,"['🔥', '⬇️']"
1794,Отцовский клуб Школы мужества,message,,2023-11-11 11:25:36,2023,11,Saturday,11,0,0,[]
1795,Nikolay,message,По какому телефону с вами можно связаться?,2023-11-11 15:36:09,2023,11,Saturday,15,42,0,[]
1796,Отцовский клуб Школы мужества,message,,2023-11-11 17:59:02,2023,11,Saturday,17,0,0,[]
1797,Отцовский клуб Школы мужества,message,,2023-11-11 17:59:02,2023,11,Saturday,17,0,0,[]
1798,Отцовский клуб Школы мужества,message,"Почему участие в отцовской конференции платное? покрыть часть затрат на проведение конференции. 


- затраты на аренду зала и техники;
- работа видеооператоров;
- работа фотографа;
- монтаж видеозаписи с конференции.

*Все участники получат запись в течение 5-6 дней.

Мы хотим собраться мощным отцовским сообществом не в гараже или полуподвальном помещении, а в комфортном пространстве с удобной локацией и возможностью парковки. 

⏱️ , потом будет повышение до 4000.
 
Ссылка для регистрации:
🔗",2023-11-11 17:59:02,2023,11,Saturday,17,496,2,"['⏱️', '🔗']"
1799,Отцовский клуб Школы мужества Chat,message,Вот  номер наших администраторов (Школа мужества): ,2023-11-11 18:04:33,2023,11,Saturday,18,51,0,[]
1800,Вячеслав,message,"Добрый день! 
Во сколько начало?",2023-11-11 18:16:48,2023,11,Saturday,18,32,0,[]
1801,Сергей SsergioMsk,message,"Говорят, воспитывают примером. Да я сам себя не могу заставить делать зарядку",2023-11-11 18:18:50,2023,11,Saturday,18,77,0,[]
1802,Отцовский клуб Школы мужества Chat,message,"Добрый день! 
Сбор гостей с 9:30, начало в 10. 
Подробное расписание есть на сайте по ссылке ",2023-11-11 18:35:13,2023,11,Saturday,18,93,0,[]
1803,Anton,message,Ждём с нетерпением ❤️,2023-11-11 18:40:25,2023,11,Saturday,18,21,1,['❤️']
1804,Николай Андреевич Горский-Чернышёв,message,Сколько будет длиться по времени? Примерно?,2023-11-11 19:19:34,2023,11,Saturday,19,43,0,[]
1805,Отцовский клуб Школы мужества Chat,message,"Конференция закончится в 14:50. 
Будет 3 разных блока с перерывами на общение/кофе/туалет. 

Расписание есть на сайте: ",2023-11-11 19:26:46,2023,11,Saturday,19,119,0,[]
1806,Alexey,message,"Вопрос организаторам и всем сотрудникам школы мужества, а у Вас самих есть дети, скол ко им лет и посещают ли Ваши дети школу мужества? Заранее спасибо за ответ.",2023-11-11 20:27:01,2023,11,Saturday,20,161,0,[]
1807,Отцовский клуб Школы мужества Chat,message,"Хороший вопрос, Алексей, спасибо! 
И у основателей, и у большинства наставников Школы мужества есть семья и дети.

Если говорить конкретно про основателей школы и спикеров предстоящей конференции, то недавно в нашем канале вышло видео с Романом Овчинниковым, где он как раз рассказывает про себя и свою семью. 
Ссылку скинем следующим сообщением. 

На днях выйдет видео с Русланом.",2023-11-11 20:51:28,2023,11,Saturday,20,381,0,[]
1808,Отцовский клуб Школы мужества Chat,message,"Загрузили на youtube: 
",2023-11-11 20:57:01,2023,11,Saturday,20,23,0,[]
1809,Отцовский клуб Школы мужества,message,"

Анализируя вашу обратную связь на подготовку к конференции, столкнулись с таким опасением отцов: 

Продавать ничего не будем!
 
Во-первых, . Чтобы за 5 часов вы получили максимум пользы и в то же время не устали, в конференции не будет никакой воды. Ничего лишнего.

 Во-вторых,  — курс для пап стартует ближе к весне. До нового года по плану только старт курса для мам. 

Всё, что мы можем «продать» — это отправить вам после конференции список возможностей для сына. После, но не во время.

🤝 Отцовская встреча от и до соответствует нашей миссии: помогать семьям, в том числе, через знания. Именно следуя миссии, мы и организуем такие мероприятия. 

Если вы разделяете наши ценности и подход🔗 ",2023-11-12 17:51:11,2023,11,Sunday,17,697,2,"['🤝', '🔗']"
1810,Vladimir Zp,message,Мне первый или третий больше интересны. Проголосовал за третий.,2023-11-12 22:23:15,2023,11,Sunday,22,63,0,[]
1811,Kirill Zdanovich,message,"Здравствуйте. Регистрировался, но изменились обстоятельства. К сожалению, не смогу придти.",2023-11-13 09:31:29,2023,11,Monday,9,90,0,[]
1812,Отцовский клуб Школы мужества,message,,2023-11-13 12:34:21,2023,11,Monday,12,0,0,[]
1813,Отцовский клуб Школы мужества,message,👉 ,2023-11-13 12:36:45,2023,11,Monday,12,2,1,['👉']
1814,Nikolay,message,"Ребят, я купил курс ближайший. Оффлайн посещение, мне никто не звонит, я дописаться никуда не могу. Может мне уже напишет кто-то или позвонит?",2023-11-13 18:10:58,2023,11,Monday,18,142,0,[]
1815,Отцовский клуб Школы мужества Chat,message,"Николай, вы про конференцию? 
Если да, то вам должны была прийти ссылка на ТГ-канал, где есть бонус и информация о конференции. 
Там же будут карта «как пройти и как проехать», напоминание и запись. 

По конференции менеджеры не звонят. 
Скажите, вам приходила ссылка?",2023-11-13 18:16:25,2023,11,Monday,18,268,0,[]
1816,Виталий Бродецкий,message,"Николай, добрый вечер! Написал вам в личку.",2023-11-13 20:01:24,2023,11,Monday,20,43,0,[]
1817,Андрей Венин,message,Добрый день. А как понять зарегистрирован ты или нет? Я платил и регистрировался через сайт. В телеге висит какая то фигня что я что то должен подтвпрдить.,2023-11-14 08:10:35,2023,11,Tuesday,8,155,0,[]
1818,Виталий Бродецкий,message,"Андрей, добрый вечер! Если кратко, то всё в порядке —вы зарегистрированы. В личку вам ответил.",2023-11-14 17:38:20,2023,11,Tuesday,17,94,0,[]
1819,Отцовский клуб Школы мужества,message,", , по его мнению,  И вот что из этого вышло 🔼🔼🔼

Судя по количеству регистраций, многие папы представляют ее примерно так же 😀


Как должно выглядеть отцовское мероприятие, чтобы вам точно захотелось его посетить?
Может, это встреча на открытом воздухе с сыновьями? Или спортивное занятие? 

",2023-11-14 19:46:02,2023,11,Tuesday,19,293,4,"['🔼', '🔼', '🔼', '😀']"
1820,Vladimir Zp,message,Хотелось бы увидеть вот такую вовлечённость отцов в вопросы воспитания сыновей.,2023-11-14 20:02:28,2023,11,Tuesday,20,79,0,[]
1821,Отцовский клуб Школы мужества Chat,message,"Верим, что так и будет 💪",2023-11-14 20:27:06,2023,11,Tuesday,20,24,1,['💪']
1822,Roman Laryukov,message,"Будет один лидер, а остальные будут либо соглашаться , либо молчать и оставаться при своем мнении))",2023-11-14 20:28:30,2023,11,Tuesday,20,99,0,[]
1823,Сергей Михайлович,message,"Не знаю как это будет выглядить., но информацию вы качественную предоставляете. 
Что касается антуража проведения, то я бы разбил всех на группы по 7-8 ( в зависимости от полной численности) и провёл каждую группу по маршруту. Отношения с отцом - отнош
ения с мамой- обязанности мальчика в семье- забота о питомцах- зачем учиться и т.д.",2023-11-15 12:19:59,2023,11,Wednesday,12,336,0,[]
1824,Сергей Михайлович,message,И да это ежегодное собрание должно быть бесплатным. А все расходы списать на рекламный бюджет.,2023-11-15 12:21:09,2023,11,Wednesday,12,94,0,[]
1825,Сергей Михайлович,message,А вот он-лайн версию можно было бы продавать.,2023-11-15 12:22:45,2023,11,Wednesday,12,45,0,[]
1827,Отцовский клуб Школы мужества,message,"

Наша конференция начнется уже через 2 дня, и сегодня мы хотим показать атмосферу, которую создаем для вас.

🎞️ Выше — видео с прошлой встречи Отцовского клуба, обязательно посмотрите его!

💥 

Чтобы успеть забронировать место или приобрести запись, переходите по ссылке:
🔗 ",2023-11-16 19:31:42,2023,11,Thursday,19,275,3,"['🎞️', '💥', '🔗']"
1828,Doberman,message,Добрый день. А как добавиться в чат выезда второй смены?,2023-11-17 14:03:05,2023,11,Friday,14,56,0,[]
1829,Вячеслав,message,Напишу в ЛС),2023-11-17 16:25:28,2023,11,Friday,16,12,0,[]
1830,Алексей Александрович,message,"Конференцию отцов можно провести на природе, на выезде. 
Причем устроить лагерь с заданиями для совместной работы отца и сына. 
Именно совместное дело сблизит отца и сына, а по вечерам, возле костра, обсудить общие темы. А конференции в традиционном формате провести в онлайн.",2023-11-18 10:35:14,2023,11,Saturday,10,276,0,[]
1831,Отцовский клуб Школы мужества Chat,message,Это мы делаем на наших турслетах в теплое время года.,2023-11-18 10:47:09,2023,11,Saturday,10,53,0,[]
1832,Отцовский клуб Школы мужества,message,"

Но — вы еще можете сделать завтрашний день трамплином к положительным переменам в семье, карьере и финансах 😉

Чтобы принять участие или получить запись конференции, переходите по ссылке и ждём вас завтра в 10:00 в арт-пространстве «Эфир» завода «Арма», м. Курская.

",2023-11-18 14:43:17,2023,11,Saturday,14,269,1,['😉']
1833,Артур,message,1й вопрос,2023-11-18 19:08:21,2023,11,Saturday,19,9,0,[]
1834,Yuri,message,а где анонсируются выезды. ипрограммы для детей?,2023-11-19 11:38:28,2023,11,Sunday,11,48,0,[]
1835,Отцовский клуб Школы мужества,message,"

🌟 Это были потрясающие 5 часов: отцы не только получили пользу от лекций Романа и Руслана, но и зарядились энергией и мотивацией на позитивные изменения в семье. 

🎥 Наша команда уже готовит запись мероприятия. Полное видео конференции скоро будет доступно для всех, кто не смог присутствовать лично и выбрал онлайн-формат. 
 
.",2023-11-19 21:12:25,2023,11,Sunday,21,330,2,"['🌟', '🎥']"
1836,Vladimir Zp,message,"Очень понравился формат. Особенно разборы. Надеюсь, это выльется в какое-то более ли менее постоянное событие. Мне кажется, это наиболее полезно, так как презентации и доклады с односторонним потоком информации хорошо работают в онлайн формате. Организатором спасибо за мероприятие.",2023-11-19 21:35:00,2023,11,Sunday,21,282,0,[]
1837,James001,message,"Очень порадовало мероприятие, не только предоставляемыми инструментами и знаниями, а ещё общением с сообществом отцов, рассмотренными жизненными ситуациями и способами их решения.
Встреча помогла понять что надо делать сейчас в своей жизни и дала энергию на все эти изменения.
Спасибо Роману, Руслану и их команде за организацию такого нужного и хорошего мероприятия!",2023-11-20 09:06:59,2023,11,Monday,9,367,0,[]
1838,Отцовский клуб Школы мужества Chat,message,Спасибо за обратную связь 🙏,2023-11-20 16:19:29,2023,11,Monday,16,27,1,['🙏']
1839,Отцовский клуб Школы мужества Chat,message,Разборы будем постепенно выводить в отдельный формат ;),2023-11-20 16:19:56,2023,11,Monday,16,55,0,[]
1840,Anton,message,"подскажите, а есть ли дедлайн для видеоотзыва и когда будет розыгрыш консультации?",2023-11-21 17:26:00,2023,11,Tuesday,17,82,0,[]
1841,Отцовский клуб Школы мужества Chat,message,"Принимаем видеоотзывы до пятницы, в субботу планируем разыграть консультацию",2023-11-21 19:07:41,2023,11,Tuesday,19,76,0,[]
1842,Отцовский клуб Школы мужества,message,"
— 

🔼🔼🔼
Выше комментарий от одного из отцов, но, на самом деле, это типичная семейная ситуация.

 — расставить по местам и взять ответственность за результаты сына и состояние жены. 

Вот ещё пара комментариев от пап: 

💬 «

💬 


- как грамотно выполнять роль отца и мужа
- как брать ответственность, но при этом оставаться в ресурсе и не выгорать

Ставьте 👍🏻
Если соберём больше 30 — запишем отдельное видео.",2023-11-27 12:53:45,2023,11,Monday,12,410,6,"['🔼', '🔼', '🔼', '💬', '💬', '👍']"
1843,Отцовский клуб Школы мужества,message," 👋

Вижу ваши реакции на пост выше. 
Значит будем раскрывать тему подробнее. 
Как раз на следующей неделе студийная съёмка, включу этот материал в план. 🤝

С уважением, Овчинников Роман.",2023-11-29 10:51:07,2023,11,Wednesday,10,186,2,"['👋', '🤝']"
1844,Отцовский клуб Школы мужества,message,"👆

Каждую неделю по субботам в 19:00 у нас на Тульской для ребят проходит йога для мужчин. 

💪 Это отличный инструмент для заряда энергией и перезагрузки после рабочей недели, сам регулярно посещаю занятия уже второй год и вижу результат. 

👳‍♂️Обычно занятия ведёт наш наставник Алексей Ефанов, но в декабре каждую неделю будут разные мастера. Мне кажется, это отличная возможность подключиться и попробовать для себя что-то новое. 

Сам планирую посетить все занятия, буду рад видеть отцов и после пообщаться. 🤝

Подробности и запись в посте тут -",2023-11-29 11:03:37,2023,11,Wednesday,11,549,4,"['👆', '💪', '👳\u200d♂️', '🤝']"
1845,James001,message,,2023-11-30 01:05:38,2023,11,Thursday,1,0,0,[]
1846,Игорь Ионов 🎯 АЙКИДО + КОУЧИНГ,message,Здравствуйте! Как можно пост посмотреть? Я тоже не имею доступа к чату с инфо,2023-11-30 12:31:45,2023,11,Thursday,12,77,0,[]
1847,Anatoly Kagitin,message,Здравствуйте. А когда и как можно будет получить запись конференции?,2023-11-30 20:48:24,2023,11,Thursday,20,68,0,[]
1848,Отцовский клуб Школы мужества Chat,message,"Здравствуйте, Анатолий! 
Вы вносили оргвзнос перед конференцией? Или хотите приобрести запись?",2023-11-30 22:09:08,2023,11,Thursday,22,94,0,[]
1849,Отцовский клуб Школы мужества Chat,message,,2023-11-30 22:09:51,2023,11,Thursday,22,0,0,[]
1850,Вячеслав,message,"

Цикл занятий по йоге для мужчин

⏰ Каждую субботу в 19:00 

🕉 ТЦ Открытый мир, зал #5

👳‍♂ 4 опытных ведущих

Каждый класс - вызов, прорыв, наполнение! 

2 декабря 

Сатурн: чувство долга и одиночество

9 декабря 

Пламя жизни

16 декабря

Воля и сердце

23 декабря

Семена дхармы
Ребефинг Зимнего солнцестояния

⚠️ Участие по предварительной записи.

Стоимость участия и регистрация 

Присоединяйся 💪",2023-12-01 08:41:54,2023,12,Friday,8,403,4,"['⏰', '👳', '⚠️', '💪']"
1851,Вячеслав,message,"

Цикл занятий по йоге для мужчин

⏰ Каждую субботу в 19:00 

🕉 ТЦ Открытый мир, зал #5

👳‍♂ 4 опытных ведущих

Каждый класс - вызов, прорыв, наполнение! 

2 декабря 

Сатурн: чувство долга и одиночество

9 декабря 

Пламя жизни

16 декабря

Воля и сердце

23 декабря

Семена дхармы
Ребефинг Зимнего солнцестояния

⚠️ Участие по предварительной записи.

Стоимость участия и регистрация 

Присоединяйся 💪",2023-12-01 08:42:10,2023,12,Friday,8,403,4,"['⏰', '👳', '⚠️', '💪']"
1852,Вячеслав,message,Напишу вам в личные сообщения,2023-12-01 08:42:26,2023,12,Friday,8,29,0,[]
1853,Отцовский клуб Школы мужества,message,"

🌟 Если вы не смогли присутствовать, забыли зарегистрироваться или пропустили анонс — 



Лекция «9 шагов отца. Как воспитать здорового и успешного сына и избежать сложностей, с которыми сталкиваются другие отцы» 

Лекция «Как запустить процесс взаимодействия с женой (или бывшей женой), чтобы это пошло на пользу не только сыну, но и всей семье»

Видео с разбором семейных ситуаций

🔗 ",2023-12-02 20:04:32,2023,12,Saturday,20,387,2,"['🌟', '🔗']"
1854,Отцовский клуб Школы мужества,message,"🎙️ , одно из которых —сегодняшнее — особенное и может существенно улучшить семейную атмосферу 👨‍👩‍👦

Ваши вопросы оставляйте в комментариях.

Ссылка для жены/бывшей жены
🔗 ",2023-12-05 08:57:19,2023,12,Tuesday,8,172,3,"['🎙️', '👨\u200d👩\u200d👦', '🔗']"
1856,ED,message,"Роман, спасибо. А в записи можно будет вебинар для жён?",2023-12-05 09:02:54,2023,12,Tuesday,9,55,0,[]
1857,Отцовский клуб Школы мужества,message,"👋

Как обещал выше, высылаю ссылку на завтрашний повтор вебинара «

Будет много полезного, можно посмотреть вместе с супругой 😉

Регистрируйтесь тут 👉 

С уважением, Овчинников Роман.",2023-12-06 18:54:01,2023,12,Wednesday,18,183,3,"['👋', '😉', '👉']"
1858,Роман Овчинников,message,Там будет ещё повтор вебинара в субботу + ссылку на запись выдают на 24 часа тем кто зарегистрировался.,2023-12-06 18:55:10,2023,12,Wednesday,18,103,0,[]
1859,Anatoly Kagitin,message,а в чате для мам есть же эта ссылка на вебинар для мам?,2023-12-06 18:58:03,2023,12,Wednesday,18,55,0,[]
1863,Anatoly Kagitin,message,Здравствуйте. А запись этого вебинара можно посмотреть?,2023-12-17 16:36:12,2023,12,Sunday,16,55,0,[]
1864,Отцовский клуб Школы мужества,message,"💥

В прошлую субботу мы получили новый опыт и дали начало чему-то мощному: провели живой мастер-класс для родителей московской школы №1296.  

2 часа вместе с 50 участниками  обсуждали важные вопросы:

Как поддерживать и мотивировать сына, видеть его таланты и способности?
Как избегать ошибок, которые часто делают родители, контролируя учёбу
Как организовать распорядок дня подростка, чтобы он все успевал и не уставал
Как, сохраняя хорошие отношения с сыном, регламентировать использование им смартфона и компьютера

По итогам встречи попросили заполнить анкету обратной связи, и получили 25 положительных отзывов — часть из них на скрине 🔼🔼🔼 И это значит, что наша встреча точно была только стартом сотрудничества.

",2023-12-17 20:22:51,2023,12,Sunday,20,720,4,"['💥', '🔼', '🔼', '🔼']"
1865,Отцовский клуб Школы мужества,message,,2023-12-17 20:22:51,2023,12,Sunday,20,0,0,[]
